,exp,wks,bluecol,ind,south,smsa,married,sex,union,ed,black,lwage,wage
373,14,52,yes,1,no,no,yes,male,yes,11,no,6.5903,727.9992369
374,15,51,yes,1,no,no,yes,male,yes,11,no,6.68461,799.9986179
375,16,51,yes,1,no,no,yes,male,yes,11,no,6.74524,850.0031029
376,17,49,yes,1,no,no,yes,male,yes,11,no,6.8977,989.9951063
377,18,49,yes,1,no,no,yes,male,yes,11,no,7.0775,1185.002307
378,19,50,yes,1,no,no,yes,male,yes,11,no,7.10003,1212.003434
379,32,49,yes,1,no,yes,yes,male,yes,8,no,6.65415,775.9980443
380,33,49,yes,1,no,yes,yes,male,yes,8,no,6.85013,944.0036192
381,34,49,yes,1,no,yes,yes,male,yes,8,no,6.85646,949.9981146
382,35,47,yes,1,no,yes,yes,male,yes,8,no,6.92363,1016.001394
383,36,48,yes,1,no,yes,yes,male,yes,8,no,7.04141,1142.998098
384,37,47,yes,1,no,yes,yes,male,yes,8,no,7.1333,1253.005069
385,38,46,yes,1,no,yes,yes,male,yes,8,no,7.20786,1350.000174
386,23,51,yes,1,yes,no,yes,male,no,12,no,6.10925,450.0010878
387,24,49,yes,1,yes,no,yes,male,no,12,no,6.16331,474.9977181
388,25,52,yes,1,yes,no,yes,male,no,12,no,6.33328,563.0002094
389,26,52,yes,1,yes,no,yes,male,no,12,no,6.33328,563.0002094
390,27,48,yes,1,yes,no,yes,male,no,12,no,6.43775,624.9989689
391,28,50,yes,1,yes,no,yes,male,no,12,no,6.58617,724.9988002
392,29,50,yes,1,yes,no,yes,male,no,12,no,6.53379,688.0007995
393,21,47,yes,0,yes,yes,yes,male,no,11,no,6.04025,419.9980213
394,22,49,yes,0,yes,yes,yes,male,no,11,no,6.28972,539.0023873
395,23,49,yes,0,yes,yes,yes,male,no,11,no,6.01616,410.0011645
396,24,49,no,0,yes,yes,yes,male,no,11,no,6.57786,718.9990238
397,25,47,no,0,yes,yes,yes,male,no,11,no,6.55108,699.9997655
398,26,48,no,0,yes,yes,yes,male,no,11,no,6.53233,686.9970512
399,27,48,no,0,yes,yes,yes,male,no,11,no,6.31355,552.0010785
400,37,49,yes,1,no,yes,yes,male,yes,14,no,6.55108,699.9997655
401,38,48,yes,1,no,yes,yes,male,yes,14,no,6.68461,799.9986179
402,39,40,yes,1,no,yes,yes,male,yes,14,no,6.69703,809.9965594
403,40,48,yes,1,no,yes,yes,male,no,14,no,6.90776,1000.004721
404,41,48,yes,1,no,yes,yes,male,yes,14,no,7.00307,1100.004995
405,42,48,yes,1,no,yes,yes,male,yes,14,no,7.1624,1290.003228
406,43,48,yes,1,no,yes,yes,male,no,14,no,7.1309,1250.001462
407,26,48,no,1,no,yes,yes,male,no,17,no,6.90575,997.9967302
408,27,49,no,1,no,yes,yes,male,no,17,no,6.90575,997.9967302
409,28,48,no,1,no,yes,yes,male,no,17,no,7.34601,1549.999675
410,29,47,no,1,no,yes,yes,male,no,17,no,7.43838,1699.993999
411,30,46,no,1,no,yes,yes,male,no,17,no,7.48156,1775.007629
412,31,48,no,1,no,yes,yes,male,no,17,no,7.6009,1999.995081
413,32,46,no,1,no,yes,yes,male,no,17,no,7.64969,2099.99449
414,18,46,no,0,no,yes,no,female,yes,11,yes,5.97635,393.9996417
415,19,39,no,0,no,yes,no,female,yes,11,yes,6.04025,419.9980213
416,20,44,no,0,no,yes,no,female,yes,11,yes,6.04025,419.9980213
417,21,49,yes,0,no,yes,no,female,yes,11,yes,6.04025,419.9980213
418,22,48,no,0,no,yes,no,female,yes,11,yes,6.1203,455.0011744
419,23,47,yes,0,no,yes,no,female,yes,11,yes,6.2186,501.9999399
420,24,43,yes,0,no,yes,no,female,yes,11,yes,6.1717,478.9997138
421,24,50,no,0,no,yes,no,female,yes,17,no,6.78559,885.0020842
422,25,51,no,0,no,yes,no,female,no,17,no,6.88857,980.9975872
423,26,51,no,0,no,yes,no,female,no,17,no,6.88755,979.9974798
424,27,50,no,0,no,yes,no,female,no,17,no,6.96885,1062.999598
425,28,22,no,0,no,yes,no,female,no,17,no,6.85646,949.9981146
426,29,41,no,0,no,yes,no,female,no,17,no,6.73815,843.9978946
427,30,26,no,0,no,yes,no,female,no,17,no,7.1309,1250.001462
428,7,50,yes,0,yes,no,yes,male,no,16,no,6.58064,721.000622
429,8,50,yes,1,yes,no,yes,male,no,16,no,6.83518,929.9957349
430,9,50,yes,1,yes,no,yes,male,no,16,no,6.91274,1004.997165
431,10,50,yes,1,yes,no,yes,male,no,16,no,6.95845,1052.00169
432,11,49,yes,1,yes,no,yes,male,no,16,no,6.9256,1018.004889
433,12,49,yes,1,yes,no,yes,male,no,16,no,7.23778,1391.002515
434,13,49,yes,1,yes,no,yes,male,no,16,no,7.2724,1440.002315
435,11,50,no,0,no,no,yes,male,no,17,no,6.90575,997.9967302
436,12,49,no,0,no,no,yes,male,no,17,no,6.90575,997.9967302
437,13,50,no,0,no,no,yes,male,no,17,no,7.49554,1799.996501
438,14,49,no,0,no,no,yes,male,no,17,no,7.54961,1900.001586
439,15,49,no,0,no,no,yes,male,no,17,no,7.52564,1855.000046
440,16,48,no,0,no,no,yes,male,no,17,no,7.72886,2273.009492
441,17,50,no,0,no,no,yes,male,no,17,no,7.36645,1582.007675
442,34,44,yes,1,no,yes,yes,male,no,12,no,6.35611,576.0013474
443,35,46,yes,1,no,yes,yes,male,no,12,no,6.42162,614.9986053
444,36,49,yes,1,no,yes,yes,male,no,12,no,6.47697,649.9984641
445,37,48,yes,1,no,yes,yes,male,no,12,no,6.53669,689.9988977
446,38,45,yes,1,no,yes,yes,male,no,12,no,6.55108,699.9997655
447,39,47,yes,1,no,yes,yes,male,no,12,no,6.68461,799.9986179
448,40,50,yes,1,no,yes,yes,male,no,12,no,6.80239,899.995713
449,30,46,yes,1,no,yes,yes,male,yes,8,no,6.55536,703.0021851
450,31,44,yes,1,no,yes,yes,male,yes,8,no,6.62274,752.0027644
451,32,45,yes,1,no,yes,yes,male,yes,8,no,6.72263,831.0001705
452,33,46,yes,1,no,yes,yes,male,yes,8,no,6.77992,879.9983214
453,34,36,yes,1,no,yes,yes,male,yes,8,no,6.93828,1030.995377
454,35,45,yes,1,no,yes,yes,male,yes,8,no,7.03439,1135.00235
455,36,45,yes,1,no,yes,yes,male,yes,8,no,7.04578,1148.00393
456,20,49,yes,1,yes,no,yes,male,no,8,no,6.3081,549.0008556
457,21,49,yes,1,yes,no,yes,male,no,8,no,6.39693,600.0002069
458,22,47,yes,1,yes,no,yes,male,no,8,no,6.51767,676.9991382
459,23,49,yes,1,yes,no,yes,male,no,8,no,6.6107,743.0029388
460,24,47,yes,1,yes,no,yes,male,no,8,no,6.68711,802.0011165
461,25,44,yes,1,yes,no,yes,male,no,8,no,6.77079,872.0005024
462,26,48,yes,1,yes,no,yes,male,no,8,no,6.85646,949.9981146
463,28,50,yes,0,yes,no,yes,male,no,12,no,5.96615,390.0012717
464,29,50,yes,0,yes,no,yes,male,no,12,no,6.02828,415.0006141
465,30,49,yes,0,yes,no,yes,male,no,12,no,6.15273,469.9987335
466,31,50,yes,0,yes,no,yes,male,no,12,no,6.21461,500.0009508
467,32,50,yes,0,yes,no,yes,male,no,12,no,6.30992,550.000947
468,33,50,yes,0,yes,no,yes,male,no,12,no,6.44572,630.0001138
469,34,49,yes,0,yes,no,yes,male,no,12,no,6.47697,649.9984641
470,34,40,yes,1,no,yes,yes,male,yes,12,no,6.45834,638.0010952
471,35,47,yes,1,no,yes,yes,male,yes,12,no,6.50728,670.0015327
472,36,42,yes,1,no,yes,yes,male,yes,12,no,6.56808,712.0014871
473,37,45,yes,1,no,yes,yes,male,yes,12,no,6.66823,787.0013785
474,38,47,yes,1,no,yes,yes,male,yes,12,no,6.75577,859.000926
475,39,47,yes,1,no,yes,yes,male,yes,12,no,6.80239,899.995713
476,40,46,yes,1,no,yes,yes,male,yes,12,no,6.95655,1050.004785
477,27,49,yes,1,no,yes,yes,male,no,13,no,6.40523,605.0009329
478,28,46,yes,1,no,yes,yes,male,no,13,no,6.55678,704.0011573
479,29,47,yes,1,no,yes,yes,male,no,13,no,6.62007,749.9975951
480,30,47,yes,0,no,yes,yes,male,no,13,no,6.62007,749.9975951
481,31,47,yes,0,no,yes,yes,male,no,13,no,6.70319,815.0015377
482,32,48,yes,0,no,yes,yes,male,no,13,no,6.83518,929.9957349
483,33,48,yes,1,no,yes,yes,male,no,13,no,6.93049,1022.995124
484,8,49,no,0,no,yes,yes,male,no,16,no,6.47697,649.9984641
485,9,48,no,0,no,yes,yes,male,no,16,no,6.47697,649.9984641
486,10,49,no,0,no,yes,yes,male,no,16,no,6.62007,749.9975951
487,11,49,no,0,no,no,yes,male,no,16,no,6.80239,899.995713
488,12,48,no,0,no,no,yes,male,no,16,no,6.90776,1000.004721
489,13,48,no,0,no,no,yes,male,no,16,no,6.90776,1000.004721
490,14,48,no,0,no,no,yes,male,no,16,no,7.17012,1300.000594
491,7,48,no,0,yes,yes,no,male,no,16,no,6.69703,809.9965594
492,8,49,no,0,yes,yes,no,male,no,16,no,6.80239,899.995713
493,9,49,no,0,yes,yes,no,male,no,16,no,6.8977,989.9951063
494,10,48,no,0,yes,yes,no,male,no,16,no,6.95655,1050.004785
495,11,46,no,0,yes,yes,no,male,no,16,no,7.1309,1250.001462
496,12,48,no,0,yes,yes,no,male,no,16,no,7.24423,1400.003478
497,13,48,no,0,yes,yes,no,male,no,16,no,7.40184,1638.997412
498,11,40,no,0,no,no,yes,male,yes,17,no,6.47697,649.9984641
499,12,40,no,0,no,no,yes,male,yes,17,no,6.62007,749.9975951
500,13,42,no,0,no,no,yes,male,yes,17,no,6.62007,749.9975951
501,14,40,no,0,no,no,yes,male,yes,17,no,6.68461,799.9986179
502,15,40,no,0,no,no,yes,male,yes,17,no,6.85646,949.9981146
503,16,40,no,0,no,no,yes,male,yes,17,no,6.90776,1000.004721
504,17,42,no,0,no,no,yes,male,yes,17,no,7.00307,1100.004995
505,13,49,yes,0,no,yes,yes,male,yes,16,no,6.46147,640.0011671
506,14,49,yes,0,no,yes,yes,male,yes,16,no,6.65544,776.9997278
507,15,49,yes,0,no,yes,yes,male,yes,16,no,6.73459,840.998604
508,16,48,no,0,no,yes,yes,male,yes,16,no,6.81344,909.9958145
509,17,47,no,0,no,yes,yes,male,yes,16,no,6.91473,1006.999101
510,18,47,no,0,no,yes,yes,male,yes,16,no,6.8533,947.0008588
511,19,47,no,0,no,yes,yes,male,yes,16,no,7.11314,1227.997411
512,3,51,yes,1,yes,no,no,male,no,13,no,5.4161,224.9999095
513,4,51,yes,1,yes,no,no,male,no,13,no,5.52146,249.9997705
514,5,51,yes,1,yes,no,no,male,no,13,no,5.59842,269.9994711
515,6,45,no,0,yes,no,no,male,no,13,no,5.70378,299.9992576
516,7,50,no,0,yes,no,no,male,no,13,no,5.76832,319.9996813
517,8,50,yes,0,yes,no,no,male,no,13,no,5.8861,359.9985487
518,9,52,yes,0,yes,no,no,male,no,13,no,5.85793,349.9988959
519,23,36,yes,1,yes,no,yes,male,no,8,yes,5.66988,289.9997323
520,24,51,yes,1,yes,no,yes,male,no,8,yes,5.99146,399.9981812
521,25,51,yes,1,yes,no,yes,male,no,8,yes,6.08677,439.9979202
522,26,24,yes,1,yes,no,yes,male,no,8,yes,6.17379,480.0018701
523,27,50,yes,1,yes,no,yes,male,no,8,yes,6.25575,520.9999782
524,28,51,yes,1,yes,no,yes,male,no,8,yes,6.43775,624.9989689
525,29,47,yes,1,yes,no,yes,male,no,8,yes,6.44572,630.0001138
526,9,51,yes,0,no,yes,yes,male,no,13,no,5.16479,175.0007046
527,10,47,no,0,no,yes,yes,male,no,13,no,5.62762,277.9996904
528,11,50,yes,0,no,no,yes,male,no,13,no,5.84354,344.9984761
529,12,48,yes,0,no,no,yes,male,no,13,no,5.96101,388.0018082
530,13,47,yes,0,no,no,yes,male,yes,13,no,6.02828,415.0006141
531,14,47,yes,0,no,no,yes,male,yes,13,no,6.15273,469.9987335
532,15,49,yes,0,no,no,yes,male,no,13,no,6.24611,516.001669
533,10,48,no,0,yes,no,yes,male,no,10,no,5.52146,249.9997705
534,11,52,yes,0,yes,no,yes,male,no,10,no,5.70378,299.9992576
535,12,51,yes,1,yes,no,yes,male,no,10,no,6.20456,495.0011075
536,13,50,yes,0,yes,no,yes,male,no,10,no,6.05912,427.9986323
537,14,39,yes,0,yes,no,yes,male,no,10,no,6.19848,492.0006315
538,15,29,yes,1,yes,no,yes,male,no,10,no,6.16121,474.0012695
539,16,39,yes,0,yes,no,yes,male,no,10,no,6.2804,534.002222
540,37,44,yes,0,no,no,yes,male,no,12,no,5.70378,299.9992576
541,38,52,yes,0,yes,yes,no,male,no,12,no,5.78383,325.0015657
542,39,46,yes,0,yes,yes,no,male,no,12,no,5.78383,325.0015657
543,40,48,yes,0,yes,yes,no,male,no,12,no,6.16331,474.9977181
544,41,49,yes,0,yes,yes,no,male,no,12,no,6.21461,500.0009508
545,42,50,yes,0,yes,yes,no,male,no,12,no,6.21461,500.0009508
546,43,50,yes,0,yes,yes,no,male,no,12,no,6.30992,550.000947
547,10,50,yes,0,no,no,no,female,no,8,no,5.42935,228.0009966
548,11,50,yes,0,no,no,no,female,no,8,no,5.47227,237.9998397
549,12,50,yes,0,no,no,no,female,no,8,no,5.64545,283.000878
550,13,50,yes,0,no,no,no,female,no,8,no,5.68698,295.0013699
551,14,37,yes,0,no,no,no,female,no,8,no,5.85793,349.9988959
552,15,50,yes,0,no,no,no,female,no,8,no,5.95324,384.9987163
553,16,50,yes,0,no,no,no,female,no,8,no,6.05209,425.0003532
554,5,48,no,1,no,no,yes,male,no,17,no,6.74524,850.0031029
555,6,50,no,1,no,no,yes,male,no,17,no,6.81674,913.003761
556,7,50,no,1,no,no,yes,male,no,17,no,6.65929,779.9969427
557,8,50,no,1,no,no,yes,male,no,17,no,7.09008,1200.003797
558,9,50,no,1,no,no,yes,male,no,17,no,7.07918,1186.994784
559,10,50,no,1,no,no,yes,male,no,17,no,6.98472,1080.003974
560,11,50,no,1,no,no,yes,male,no,17,no,7.26193,1425.004143
561,6,46,yes,0,no,yes,yes,male,yes,16,no,6.35437,574.9999765
562,7,48,yes,0,no,yes,yes,male,yes,16,no,6.33683,565.0024119
563,8,47,yes,0,no,yes,yes,male,yes,16,no,6.43775,624.9989689
564,9,49,yes,0,no,yes,yes,male,yes,16,no,6.39693,600.0002069
565,10,49,no,0,no,yes,yes,male,no,16,no,7.23346,1385.006345
566,11,49,no,0,no,yes,yes,male,no,16,no,7.35883,1569.99859
567,12,50,yes,0,no,yes,yes,male,no,16,no,7.17319,1303.997728
568,22,50,yes,0,yes,no,yes,male,yes,12,no,6.62007,749.9975951
569,23,49,yes,0,yes,no,yes,male,yes,12,no,6.66568,784.9970815
570,24,44,yes,0,yes,no,yes,male,yes,12,no,6.81454,910.9973606
571,25,38,yes,0,yes,no,yes,male,yes,12,no,6.88857,980.9975872
572,26,49,yes,0,yes,no,yes,male,yes,12,no,6.9575,1051.002763
573,27,50,yes,0,yes,no,yes,male,yes,12,no,6.93342,1025.996896
574,28,36,yes,0,yes,no,yes,male,yes,12,no,7.06561,1170.996061
575,12,47,yes,0,no,yes,no,male,yes,12,no,6.12249,455.9987189
576,13,46,yes,0,no,yes,no,male,yes,12,no,6.08904,440.9978499
577,14,47,yes,0,no,yes,no,male,yes,12,no,6.29157,540.0004646
578,15,42,yes,0,no,yes,no,male,yes,12,no,6.39693,600.0002069
579,16,48,yes,0,no,yes,no,male,yes,12,no,6.49072,658.9976708
580,17,47,yes,0,no,yes,no,male,yes,12,no,6.59715,733.0031505
581,18,46,yes,0,no,yes,no,male,yes,12,no,6.56386,709.0031717
582,38,42,no,0,yes,yes,yes,male,no,17,yes,6.58617,724.9988002
583,39,34,no,0,yes,yes,yes,male,no,17,yes,6.62007,749.9975951
584,40,48,no,0,yes,yes,yes,male,no,17,yes,6.62007,749.9975951
585,41,46,no,0,yes,yes,yes,male,no,17,yes,6.40192,603.0016904
586,42,49,no,0,yes,yes,yes,male,no,17,yes,6.77422,874.9965994
587,43,34,no,0,yes,yes,yes,male,no,17,yes,6.9256,1018.004889
588,44,47,no,0,yes,yes,yes,male,no,17,yes,6.70073,812.9990979
589,15,51,yes,1,no,no,yes,male,yes,7,no,6.16331,474.9977181
590,16,49,yes,1,no,no,yes,male,yes,7,no,6.22654,506.0016853
591,17,50,yes,1,no,no,yes,male,yes,7,no,6.32077,556.0009484
592,18,50,yes,1,no,no,no,male,yes,7,no,6.4552,636.0009137
593,19,48,yes,1,no,no,no,male,yes,7,no,6.51471,674.9981837
594,20,50,yes,1,no,no,no,male,yes,7,no,6.62007,749.9975951
595,21,49,yes,1,no,no,no,male,yes,7,no,6.66823,787.0013785
596,3,37,no,0,yes,yes,no,female,no,12,no,6.21461,500.0009508
597,4,49,no,0,yes,yes,no,female,no,12,no,6.71538,824.9972063
598,5,38,no,0,yes,yes,no,female,no,12,no,6.43775,624.9989689
599,6,49,no,0,yes,yes,no,female,no,12,no,6.65673,778.0027042
600,7,39,no,1,yes,yes,no,female,no,12,no,6.65929,779.9969427
601,8,51,no,1,yes,yes,no,female,no,12,no,6.86485,958.0021287
602,9,48,no,0,yes,yes,no,female,no,12,no,6.65286,774.9976523
603,12,41,yes,0,no,yes,yes,male,yes,14,no,6.54247,693.9986394
604,13,49,yes,0,no,yes,yes,male,yes,14,no,6.60259,737.0015535
605,14,32,yes,0,no,yes,yes,male,yes,14,no,6.74641,850.9981886
606,15,50,yes,0,no,yes,yes,male,yes,14,no,6.86485,958.0021287
607,16,46,yes,0,no,yes,yes,male,yes,14,no,6.95845,1052.00169
608,17,49,yes,0,no,yes,yes,male,yes,14,no,7.01392,1112.005032
609,18,49,yes,0,no,yes,yes,male,yes,14,no,7.11558,1230.997383
610,5,49,no,1,no,yes,yes,male,no,15,no,6.3699,583.999426
611,6,48,no,1,no,yes,yes,male,no,15,no,6.39693,600.0002069
612,7,48,no,1,no,yes,yes,male,no,15,no,6.55962,706.0033623
613,8,48,no,0,no,yes,yes,male,no,15,no,6.73102,838.0015918
614,9,48,no,0,no,yes,yes,male,no,15,no,6.86485,958.0021287
615,10,47,no,1,no,yes,yes,male,no,15,no,7.15462,1280.005943
616,11,49,no,1,no,yes,yes,male,no,15,no,7.2724,1440.002315
617,11,48,no,0,no,no,yes,male,no,12,yes,6.05209,425.0003532
618,12,47,no,0,no,no,yes,male,no,12,yes,6.02345,413.0009941
619,13,50,no,0,no,no,yes,male,no,12,yes,6.30992,550.000947
620,14,50,no,0,no,yes,yes,male,no,12,yes,6.38012,589.9985032
621,15,49,no,0,no,yes,yes,male,no,12,yes,6.65929,779.9969427
622,16,49,no,0,no,yes,yes,male,no,12,yes,6.68461,799.9986179
623,17,49,no,0,no,yes,yes,male,no,12,yes,6.73934,845.0028499
624,1,48,no,0,no,yes,no,female,no,12,no,6.21461,500.0009508
625,2,48,no,0,no,yes,no,female,no,12,no,6.21461,500.0009508
626,3,48,no,0,no,yes,no,female,no,12,no,6.30992,550.000947
627,4,48,no,0,no,yes,no,female,no,12,no,6.39693,600.0002069
628,5,47,no,0,no,yes,no,female,no,12,no,6.21461,500.0009508
629,6,47,no,0,no,yes,no,female,no,12,no,6.39693,600.0002069
630,7,49,no,0,no,yes,no,female,no,12,no,6.65286,774.9976523
631,10,39,yes,0,no,yes,yes,male,yes,7,no,6.34388,568.999753
632,11,21,yes,1,no,yes,yes,male,yes,7,no,6.41346,610.0006361
633,12,40,yes,1,no,yes,yes,male,yes,7,no,6.72743,834.9985598
634,13,50,yes,1,no,yes,yes,male,yes,7,no,6.76504,867.0008871
635,14,50,yes,1,no,yes,yes,male,yes,7,no,6.85646,949.9981146
636,15,43,yes,1,no,yes,yes,male,yes,7,no,7.00307,1100.004995
637,16,42,yes,1,no,yes,yes,male,yes,7,no,7.17012,1300.000594
638,5,50,yes,0,yes,no,yes,male,yes,14,no,6.47697,649.9984641
639,6,49,yes,0,yes,no,yes,male,yes,14,no,6.58617,724.9988002
640,7,45,yes,0,yes,no,yes,male,yes,14,no,6.7334,839.9984109
641,8,38,yes,0,yes,no,yes,male,yes,14,no,6.81344,909.9958145
642,9,48,yes,0,yes,no,yes,male,yes,14,no,6.9613,1055.004172
643,10,17,no,0,yes,no,yes,male,no,14,no,6.50279,666.9999694
644,11,47,no,0,yes,no,yes,male,yes,14,no,6.70196,813.9997021
645,33,49,yes,1,yes,no,yes,male,yes,7,no,5.99146,399.9981812
646,34,34,yes,1,yes,no,yes,male,no,7,no,6.17794,481.998017
647,35,51,yes,1,yes,no,yes,male,no,7,no,6.17794,481.998017
648,36,50,yes,1,yes,no,yes,male,yes,7,no,6.39693,600.0002069
649,37,50,yes,1,yes,no,yes,male,yes,7,no,6.50129,666.0002194
650,38,46,yes,1,yes,no,yes,male,yes,7,no,6.60665,739.9998622
651,39,31,yes,1,yes,no,yes,male,yes,7,no,6.90776,1000.004721
652,11,36,no,0,no,yes,yes,male,yes,17,no,6.79122,889.9986982
653,12,36,no,0,no,yes,yes,male,yes,17,no,6.84588,940.0001173
654,13,38,no,0,no,yes,yes,male,yes,17,no,6.87213,965.0018322
655,14,36,no,0,no,yes,yes,male,yes,17,no,6.95655,1050.004785
656,15,38,no,0,no,yes,yes,male,yes,17,no,7.09672,1207.998335
657,16,41,no,0,no,yes,yes,male,yes,17,no,7.16085,1288.005272
658,17,34,no,0,no,yes,yes,male,yes,17,no,7.16085,1288.005272
659,37,48,yes,1,no,yes,yes,male,yes,8,no,6.28413,535.9977697
660,38,48,yes,1,no,yes,yes,male,yes,8,no,6.32794,560.0018011
661,39,35,yes,1,no,yes,yes,male,yes,8,no,6.47697,649.9984641
662,40,47,yes,1,no,yes,yes,male,yes,8,no,6.50429,668.0012201
663,41,46,yes,1,no,yes,yes,male,yes,8,no,6.58755,725.9999892
664,42,47,yes,1,no,yes,yes,male,yes,8,no,6.76504,867.0008871
665,43,47,yes,1,no,yes,yes,male,yes,8,no,6.81014,906.9977777
666,29,50,no,1,no,yes,yes,male,no,16,no,6.90575,997.9967302
667,30,50,no,1,no,yes,yes,male,no,16,no,6.90575,997.9967302
668,31,50,no,1,no,yes,yes,male,no,16,no,7.34601,1549.999675
669,32,49,no,1,no,yes,yes,male,no,16,no,7.20786,1350.000174
670,33,49,no,1,no,yes,yes,male,no,16,no,7.52294,1849.998302
671,34,48,no,1,no,yes,yes,male,no,16,no,7.67601,2156.000147
672,35,49,no,1,no,yes,yes,male,no,16,no,7.78322,2399.990361
673,30,39,yes,0,yes,no,yes,male,no,11,no,6.10925,450.0010878
674,31,50,yes,0,yes,no,yes,male,no,11,no,6.22654,506.0016853
675,32,50,yes,0,yes,no,yes,male,no,11,no,6.31355,552.0010785
676,33,49,yes,0,yes,no,yes,male,no,11,no,6.41999,613.9969741
677,34,49,yes,0,yes,no,no,male,no,11,no,6.51471,674.9981837
678,35,49,yes,0,yes,no,no,male,no,11,no,6.62804,755.9989596
679,36,48,yes,0,yes,no,no,male,no,11,no,6.83195,926.9966947
680,16,50,no,1,yes,yes,yes,male,no,17,no,6.72743,834.9985598
681,17,52,no,1,yes,yes,yes,male,no,17,no,6.8977,989.9951063
682,18,52,no,0,yes,yes,yes,male,no,17,no,6.98379,1079.000037
683,19,52,no,1,yes,yes,yes,male,no,17,no,7.07918,1186.994784
684,20,50,no,1,yes,yes,yes,male,no,17,no,7.17012,1300.000594
685,21,50,no,1,yes,yes,yes,male,no,17,no,7.14756,1271.000926
686,22,50,no,1,yes,yes,yes,male,no,17,no,7.36518,1579.999801
687,12,49,yes,1,no,yes,no,male,no,12,no,5.78074,323.9988609
688,13,49,yes,1,no,yes,no,male,no,12,no,5.826,338.9999636
689,14,50,yes,1,no,yes,no,male,no,12,no,5.84644,346.0004238
690,15,45,yes,1,no,yes,no,male,no,12,no,5.95584,386.0010154
691,16,47,yes,1,no,yes,no,male,no,12,no,6.06611,431.0008232
692,17,45,no,1,no,yes,no,male,no,12,no,6.19032,488.0022419
693,18,49,yes,1,no,yes,no,male,no,12,no,6.23637,511.0002094
694,8,44,yes,0,no,yes,yes,male,no,11,no,5.99146,399.9981812
695,9,51,yes,0,no,yes,yes,male,no,11,no,6.10925,450.0010878
696,10,51,yes,0,no,yes,yes,male,no,11,no,6.39693,600.0002069
697,11,51,yes,0,no,yes,yes,male,no,11,no,6.39693,600.0002069
698,12,50,yes,0,no,yes,yes,male,no,11,no,6.47697,649.9984641
699,13,51,yes,0,no,yes,yes,male,no,11,no,6.47697,649.9984641
700,14,51,yes,0,no,yes,yes,male,no,11,no,6.55108,699.9997655
701,29,47,yes,1,no,yes,yes,male,no,14,no,6.69703,809.9965594
702,30,47,yes,1,no,yes,yes,male,no,14,no,6.79682,894.9966722
703,31,36,yes,1,no,yes,yes,male,no,14,no,6.89467,986.9999611
704,32,46,yes,1,no,yes,yes,male,no,14,no,6.96885,1062.999598
705,33,43,no,1,no,yes,no,male,no,14,no,6.9256,1018.004889
706,34,44,yes,1,no,yes,yes,male,no,14,no,7.18007,1313.000165
707,35,45,no,1,no,yes,yes,male,no,14,no,7.17242,1302.994036
708,3,50,no,1,no,yes,no,male,no,17,no,6.68461,799.9986179
709,4,50,no,1,no,yes,no,male,no,17,no,6.80239,899.995713
710,5,49,no,1,no,yes,no,male,no,17,no,6.90776,1000.004721
711,6,48,no,1,no,yes,no,male,no,17,no,7.04752,1150.003195
712,7,49,no,1,no,yes,no,male,no,17,no,7.04752,1150.003195
713,8,49,no,1,no,yes,no,male,no,17,no,7.31322,1499.999419
714,9,49,no,1,no,yes,no,male,no,17,no,7.43838,1699.993999
715,14,35,no,0,no,yes,yes,male,no,16,no,6.30992,550.000947
716,15,35,no,0,no,yes,yes,male,no,16,no,6.58617,724.9988002
717,16,44,no,0,no,yes,yes,male,no,16,no,6.62007,749.9975951
718,17,43,no,0,no,yes,yes,male,no,16,no,6.90776,1000.004721
719,18,42,no,0,no,yes,yes,male,no,16,no,6.96602,1059.995562
720,19,42,no,0,no,yes,yes,male,no,16,no,7.06902,1174.995974
721,20,43,no,0,no,yes,yes,male,no,16,no,6.95655,1050.004785
722,17,52,yes,1,yes,yes,no,male,no,7,no,5.73657,309.9992878
723,18,51,yes,1,yes,yes,no,male,no,7,no,5.81413,334.9998218
724,19,50,yes,1,yes,yes,no,male,no,7,no,5.8999,365.0009659
725,20,50,yes,1,yes,yes,no,male,no,7,no,5.94017,379.999524
726,21,50,yes,1,yes,yes,no,male,no,7,no,6.13123,460.0016148
727,22,49,yes,1,yes,yes,no,male,no,7,no,6.13123,460.0016148
728,23,48,yes,1,yes,yes,no,male,no,7,no,6.10925,450.0010878
729,11,49,no,0,yes,yes,no,male,no,14,no,6.67203,789.9976731
730,12,48,no,0,yes,yes,no,male,no,14,no,6.84268,936.9969245
731,13,47,no,0,yes,yes,no,male,no,14,no,6.84055,935.0032451
732,14,48,no,0,yes,yes,no,male,no,14,no,6.85646,949.9981146
733,15,49,no,0,yes,yes,no,male,no,14,no,6.99485,1091.000015
734,16,46,no,0,yes,yes,yes,male,no,14,no,7.05618,1160.00547
735,17,47,no,0,yes,yes,yes,male,no,14,no,7.29709,1475.998516
736,6,49,no,0,yes,yes,yes,male,no,12,no,6.36303,580.0010999
737,7,51,no,0,yes,yes,yes,male,no,12,no,6.47697,649.9984641
738,8,50,no,0,yes,yes,yes,male,no,12,no,6.57228,714.998182
739,9,49,no,0,yes,yes,yes,male,no,12,no,6.65929,779.9969427
740,10,49,no,0,yes,yes,yes,male,no,12,no,6.80239,899.995713
741,11,48,no,0,yes,yes,yes,male,no,12,no,6.58893,727.0025608
742,12,49,no,1,yes,yes,yes,male,no,12,no,6.76849,869.9972059
